RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020
394763,215,"Lake Charles, LA",Msa,LA,149726,149415,149669,149820,150019,149774,149361,149155,149069,149149,149402,149731,150819,151702,151739,151464,151505,152786,154162,154963,155543,156038,156506,156867,155299,154700,154791,155894,156427,155824,155803,156592,157872,158894,159357,159718,161658,163328,164675,164987,165549,166666,167154,167100,166277,165804,166061,166853,167575,167878,168044,168177,168637,169595,170597,170987,171376,171673,172399,172909,173346,173694,173950,174573,174882,174996,175114,175619,176245,177099,177515,177912,178256,178689,179421,179997,180970,181377,181861,182040,182628,182864,183221,183426,183757,184191,184828,185466,185755,186024,186297,187179,187932,188859,189391,190199,190907,191882,192821,193808,194450,195210,195915,196570,197133,197457,198192,198613,199202,199795,200073,200360,201260,202437,203928,205184,207043,209243,211429,213394,215198,216398,217679,218984,220632,222889,225046,227411,228943,230246,231044,232252,233396,234651,235981,236965,238018,238183,238039,237370,237573,237911,238565,238644,239345,240330,241418,242601,242651,242258,241863,242066,242755,243829,244800,244909,244538,244694,244600,243114,241002,240552,240870,241394,238422,235041,232077,232969,233768,233840,233170,234663,237030,237368,236988,235594,236858,237137,237413,234534,232394,230494,230314,228925,227710,227147,228017,228122,228006,227230,227322,227338,226138,224955,223266,223042,222852,223552,221231,220580,219516,221188,221232,221454,220674,219756,218053,218165,218562,220312,222187,224555,226126,226849,226957,228009,230134,232356,235681,235190,233904,228537,226419,223548,223028,222159,223062,223965,225772,227388,228514,229746,231577,234824,236787,238838,240122,242172,243233,243957,244287,245691,246931,248776,250024,251922,253900,255867,257722,258732,260102,261618,263083,263730,264210,265139,266237,267273,267944,268443,268245,267887,267920,267921,268379,268564,268723,268041,267447,267397,267855,268269,268563,267975,266995,265912,264772,263793,263406,264180,265697,266491,266800,266661,266885,267813,268602,269241,269528,269738,269340,268177,266224
394726,216,"Johnson City, TN",Msa,TN,140554,140562,140492,140530,140810,141341,141799,142172,142429,142768,143054,143506,144128,145005,146016,146737,147103,147184,147613,148092,148647,149053,149760,150417,151111,151288,151516,152007,152717,153435,153665,154058,154754,155684,156378,156660,156488,156657,156889,157180,157298,157404,157958,158574,158930,158996,158798,158997,159232,159643,160006,160706,161539,162285,162767,163044,163276,163562,164308,165026,165920,166122,166207,165771,165504,165437,165571,165722,165932,166264,166397,166496,166622,167145,167880,168600,169316,169810,170265,170559,170921,171279,171807,172123,172350,172640,172946,173449,173652,174016,174318,174998,175534,175949,176103,176504,176993,177493,177840,178071,178498,178931,179706,180346,181255,182203,183313,184368,185398,186342,187391,188637,190122,191667,192849,193912,194786,195878,196941,198098,199245,200701,202069,203574,204702,205782,206768,207915,209150,210108,211087,211754,212511,213093,214223,215008,215582,215550,215937,216418,216935,217443,217660,218195,218307,218059,216942,216004,215668,216222,216223,216172,215792,215345,215005,214463,214599,214574,214792,214829,214758,214278,213978,213524,213187,213170,213280,213360,212866,212857,213133,213343,213311,213166,213150,212810,212394,211764,211319,211120,210936,210543,209740,209144,208388,208096,207528,207318,207157,206938,206497,205794,205541,205669,205856,206030,206075,205978,206102,206362,206689,207288,207679,208106,208014,207865,208033,208114,208589,208776,208933,208994,209158,209289,209744,210403,211221,211578,212014,212562,213186,213680,214201,214578,214902,215036,215167,215137,215030,215225,214993,215035,214884,215172,215446,215870,216198,216551,216777,217295,218171,219069,219959,220413,220965,221564,222097,222702,223323,223999,224751,225456,226009,226399,227106,228212,229559,230373,231185,231905,233154,234477,235790,236347,237152,238134,239262,239849,240134,240898,241971,242909,243414,243866,244531,245438,245880,246078,246488,247164,248015,248606,249073,249691,250419,251179,251811,252677,253847,255203,256306,257462,258644
394565,217,"Elkhart, IN",Msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181428,181084,180973,180574,180399,180369,180734,181387,181855,182145,182218,182402,182477,182691,182786,183185,183331,183378,182978,182228,181782,181784,182347,182956,183640,184500,185455,186312,187189,187869,188495,189260,190167,190910,191340,191617,192179,192679,193125,193471,193853,194663,195580,196359,196962,197520,198208,198831,199332,199960,200718,201654,202482,203114,203711,204423,205125,205925,206705,207648,208429,209143,209844,210524,211142,211635,212128,212654,213144,213264,213270,213269,213379,213411,213144,213191,213372,213660,213912,213974,213972,214168,214932,215553,215788,215761,216357,216235,215548,214442,213657,213454,212450,211507,210407,209167,209484,209259,209755,208439,206951,205578,203768,202368,202572,203501,202331,201519,198825,198227,194151,193506,194411,196262,197593,196413,194981,192389,192267,191854,192343,191316,192902,192476,190694,188277,187095,188031,188053,188341,187571,186936,186319,186460,186656,187515,188473,189034,188623,187559,186867,187272,188466,189743,190201,190053,189905,190132,190768,191193,191891,192956,194566,195345,195600,195983,196790,197849,198130,198282,198264,199436,200874,202228,202872,203074,203030,203056,203468,204358,205862,207256,208697,209495,210611,211456,212561,213758,215330,216039,216580,216300,216940,217191,217929,217839,217602,217924,218804,220167,221749,223885,226490,229275,229841,230229,229733,231291,232262,232956,233203,233594,233656,234185,234394,235096,236787,239181,242750,244610,246771,247695,248911,249827,251477,253745,255758,256854,257520,257675,257509,257498,257815,259260,260609,262077,263173,263542,264296,265636,267400,269403,271384
395247,218,"Yuma, AZ",Msa,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,159009,159686,160112,161020,161792,162754,163763,164647,165345,165895,166559,167412,168256,168777,169296,169887,170626,171005,171312,171679,172382,173113,173691,174235,174762,175455,175896,176422,176899,177408,177743,178159,178346,178758,179077,178876,178626,178453,179098,179594,180080,180584,181242,181891,182500,183018,183485,184051,184671,185201,185602,185892,186399,186929,187444,187917,188550,189405,190531,191769,192872,193685,194206,194693,195120,195806,196777,198199,199905,202001,204207,205766,207206,208537,210750,213308,216150,219397,223715,228192,232337,235375,239094,244250,250646,258216,266437,275703,284239,291500,296063,299899,304329,309308,313160,317385,320937,325071,325813,325033,325434,326377,327712,327531,326025,325559,324987,323995,322380,318891,317512,316761,316566,315386,314302,312962,311629,307582,302533,297809,294888,293742,290780,287328,281635,277014,272051,268496,265751,262479,260106,255737,250591,243647,238815,233583,230334,225965,224822,224427,223972,224550,222929,222585,221611,221621,220711,220131,217931,216642,212066,206990,201112,197906,198256,198063,195913,192498,189185,186714,183979,182252,180818,179910,180908,180093,178100,175668,176305,177831,179330,180552,183905,186229,188097,188761,187786,187619,187437,188741,188892,189593,190387,191023,189860,189477,190879,193771,195931,197755,199320,200630,201382,201390,201324,200834,201258,201220,201158,200074,201315,201343,201377,200222,199930,200566,201869,203998,206092,207059,206989,207247,205858,204878,203894,204500,206288,207126,207494,206958,206375,206886,207766,208481,209926,212537,215347,216665,216056,216195,216495,217270,217197,218131,219399,220920,221805,221915,222045,223186,224007,224774,225196,226724,228467,229301,229765,229535,228293,226590,227293,229715,232280,233105,233240,233608,234422,235232,236103,237416,239784,242689,243650,243059,242930,244195
395011,219,"Racine, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291176,292202,292976,293993,295194,296513,298772,301225,303871,306820,309805,312799,315113,316807,318392,320958,323102,324734,325143,325026,325057,324614,324731,324554,325046,325576,326262,326592,326992,327622,328102,328733,329073,328992,328221,327521,327422,327328,327343,327583,327759,328143,327576,327076,325077,324015,321980,320891,318969,318694,318336,317329,315360,312597,310231,307471,305291,302802,301485,298549,295964,293640,291738,291169,291074,291573,292360,291712,291997,290590,289111,287803,286812,282570,277707,271577,267212,262793,259529,257157,253662,250031,246941,245144,243368,242717,242303,242415,241548,240313,237490,234627,233282,234503,235949,236059,235015,234763,233903,233355,232420,231827,231928,233534,235213,235764,235259,235283,236593,237510,239508,240857,242507,244070,245721,246562,246527,246791,247517,248540,249283,250073,250532,251203,252132,253249,254088,254790,255150,255111,254901,254774,254198,253844,253336,253873,253864,254098,254334,254737,255938,257327,259066,260391,262041,263701,265683,266630,268435,269590,271404,272731,274118,275443,277035,278903,280971,282672,284517,286502,288237,290311,292212,294493,296792,299088,301362,303212,305239,307264,308892,310608,312915,315325,317639,319491,321320,322267,322685,323303,324100,325031,326099,327226,327828,328284,328727,329410,330032,331306
394346,220,"Athens, GA",Msa,GA,168771,169074,169368,169985,170560,171227,171923,172663,173375,174106,174896,175738,175994,176357,176667,177751,178765,179828,180852,181963,183173,184347,185573,186770,189380,191714,194270,195173,196504,197491,198570,199510,200549,201763,202871,203999,204231,204830,205321,206698,207745,209063,210395,211715,212836,213885,214821,215733,216517,217519,218574,219872,220981,222071,223185,224425,225756,227009,228579,230272,232250,233513,234723,235693,236851,237906,238702,239591,240477,241537,242519,243284,243940,244801,245766,246717,247952,249228,250682,251771,252760,253551,254057,254716,255437,256415,257190,257978,258495,258952,259672,260457,261370,261963,262660,263681,265236,266924,268134,269002,269800,270802,271488,272396,273375,275194,276277,276937,275955,275403,275560,277009,278562,279615,280472,281314,282224,282318,283805,284823,286801,287241,288187,287768,287505,287593,288346,289019,289283,289887,290091,290611,291151,292073,292382,293267,293612,294009,294177,295050,296027,296636,296628,296769,296906,297269,297308,297022,297410,297495,298043,297208,296571,295469,294755,293938,292774,291018,289350,287376,285532,283233,279503,275811,272165,270086,268123,266100,264567,264157,263542,263169,262102,261693,261364,261314,261125,260407,259400,257891,255711,253340,251793,250679,249169,246466,243898,241631,240699,238800,236209,233406,230996,228964,226637,224903,224078,225034,226252,227929,227749,229474,232014,235749,239387,241866,243912,244837,245960,247183,249749,251509,253028,252708,252936,253372,254428,256190,258207,260396,262127,262971,262802,262859,263959,265678,267410,268724,269923,270902,272001,272921,273877,274929,275915,277086,278211,279835,280991,282326,283242,284258,285223,286764,288537,290161,291685,293410,294949,295430,295903,296356,298330,300882,303693,306079,307875,309687,311738,313412,316032,319776,323803,326895,327733,328330,329352,331595,334278,336676,338874,341223,342822,343790,345980,347843,350200,350774,353311,355040,357159,358366,360226,361969,363898,365992,366970,368691,370873,374482,376270,378152,379641
395162,221,"Torrington, CT",Msa,CT,252700,250227,250801,250801,252851,254311,255082,255062,254333,254253,254632,255945,256411,259379,259824,260588,258000,256312,255882,256518,257882,258617,259229,258277,258632,258812,260122,260373,261689,263224,264352,265557,267330,268975,270140,271711,273016,273708,274021,275109,276656,278051,279553,281373,283275,285044,286409,288333,290188,292878,295235,297725,299407,301603,303721,305572,306900,308425,310145,311648,313276,314993,316959,318788,321605,324176,327192,329903,333190,335907,338455,340852,343400,345633,347819,350291,352605,354835,357103,359886,362823,366386,370382,374599,378964,383747,388396,392235,395449,399675,404184,408429,412052,415396,418765,422004,424759,427191,429787,434009,438634,442794,445726,449131,452979,457254,461729,466439,471192,475903,480901,484760,488378,491089,494850,498338,502116,505852,509237,512351,515725,519880,521552,522767,522868,525817,527735,529741,529720,529374,527671,525464,523438,519644,518816,517961,519611,518357,517035,515254,514513,513164,512300,511404,510135,508029,505572,503931,502286,498527,495423,490591,487914,484768,484812,485647,485999,485241,483417,481391,478143,475944,472537,471610,467283,464795,458348,451746,444299,441492,439489,436994,433320,432119,431943,431354,432006,432630,432830,433314,434190,434037,434442,434091,434420,431004,429640,425556,423364,417260,413975,406545,399346,392061,386602,383835,379454,376291,370315,369011,366373,367441,367667,373613,380059,384435,381903,379076,379719,385885,391255,394813,395451,397316,397198,395226,390448,387492,390103,392643,393371,388409,385894,382067,382904,380279,380360,379836,384623,389251,391618,391273,391031,392462,393124,394196,394266,395048,395284,395162,393596,391571,391264,391520,391403,390909,390145,390641,389577,390184,390122,390359,389393,389221,389189,390085,391566,392937,394948,395351,396655,397079,398404,400059,401261,401369,400511,399534,399011,399333,400143,401034,401295,401369,400981,400271,400172,400378,401687,403041,403987,403886,402884,402770,403132,403767,404552,405432,406397,407544,408281,408923,409669
395118,222,"St. Cloud, MN",Msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264443,266134,267069,269543,271669,274272,276535,278619,280998,283406,285440,286457,287379,287886,288847,288981,289588,289994,290938,292006,292092,291954,292069,293678,294362,295112,296327,299409,302202,303405,304127,304812,306267,307709,309136,310366,313021,315784,318125,318780,319208,320583,322107,323456,324606,326145,328526,330340,332501,334257,335721,336326,336152,335737,334605,333111,331538,328865,324536,320536,315594,311909,308093,306084,305024,303647,302600,301082,299513,298177,297687,296889,294745,291410,289356,288633,288424,287961,287311,287631,287782,287950,286676,287009,287740,288370,286304,283676,281612,280641,279689,277650,275333,272702,271120,266327,262968,261662,263769,264392,262341,261007,260950,260458,259262,258232,259416,261876,262837,261207,258516,256620,257039,254846,250551,248281,247492,248428,245406,243424,242823,244193,245450,245870,245536,246183,248459,250378,251881,251221,252946,254874,256179,256015,255328,255707,256206,257166,257812,257673,257856,258465,258329,257848,258653,261127,263665,265339,266828,268232,269435,271021,273553,276346,279350,280587,280369,279054,278220,278439,278251,277445,276473,275564,273229,272233,272225,274717,276207,276843,277298,277912,279817,282737,286116,289130,291734,292454,292193,290976,291700,293766,295877,296975,297605,297991,298807,299922,301845,304212,306414,308011,308924,309793,311185,312831,314190,315397,315830,316025,317775,319661,321837,323191,324495,325530,325995,327060,328925,331059,333467,335423,336276,335830,335828,336183,337935,339210,340509,341425,341921,342310,342780,343681,344477,346156,347388,348913
394681,223,"Hilton Head Island, SC",Msa,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458215,459835,461345,464383,467155,469747,471654,472599,472925,473004,473647,474218,475472,476256,477147,476919,477115,477038,477555,478494,479917,481116,482652,483839,485981,487051,488032,488426,489189,490417,492492,494905,497595,500914,502999,506836,507342,509886,511104,516209,519465,523210,525898,530667,535814,541098,544913,545311,546026,548953,555697,562804,570427,577695,583334,590515,597483,606645,613265,624425,637550,650263,660096,665998,673440,680478,692345,698544,704937,708655,723566,734740,744335,746639,750121,754458,757300,759062,757729,758967,759720,757954,749650,742877,738037,736625,731749,725383,718884,713432,709972,702731,695907,689562,684180,676738,667249,658401,650943,645339,640134,634656,627181,621674,613802,607385,599834,595268,590699,586636,583276,579451,575368,571383,567313,563590,561804,558899,556077,551455,548322,545090,541463,538566,534705,530721,526738,522221,516523,511275,507760,505087,501384,497713,494055,490103,486981,485075,484056,484155,484547,486233,487081,487790,488673,488570,489549,490458,492758,493188,492778,493333,496034,498555,499826,500615,502241,505053,507612,510420,511992,514286,516473,517316,517654,517307,518222,518929,520247,522317,524138,525077,525211,526380,529348,532337,533253,533489,533620,535660,537103,537481,536938,537021,539399,542444,544825,547568,550764,554194,556626,557484,557713,558280,559802,561513,562310,561387,560111,557762,556558,556836,558336,559760,560839,561486,562807,564263,565849,567831,569498,571559,573241,574261,576307,578248,580905,583608,585629,587435,587163,586192,584309,584397,586232,588582,589086,589050,589066,589330,589665,590052,592061,594740,598381,600570,601426,602002
753869,224,"Bloomington, IL",Msa,IL,173788,174009,174180,174557,175005,175317,175642,176129,176926,177672,178444,179060,180414,181495,182628,183133,183476,183973,184382,184664,184498,184481,184544,184754,183774,182940,182294,182598,183065,183581,184288,184931,185664,186238,186599,186974,187623,188616,189433,190238,191064,192057,192920,193580,194051,194668,195484,196806,198315,199739,200577,201208,201782,202249,202620,202757,203072,203288,203605,203368,203077,202882,203324,203654,203812,204024,204264,204955,205327,205836,206194,206906,207530,207886,208281,208931,209895,210565,211207,211586,212523,213306,214215,214575,215177,215930,216634,217152,217478,218065,218633,219383,219873,220355,220660,221330,221915,222680,223178,223807,224284,224730,224981,225281,225573,226222,226738,227245,227763,228039,228259,228330,228843,229432,230205,230577,230955,230972,231260,231583,232038,232573,233533,234491,235199,235734,236562,237889,239186,240385,241363,242140,242622,243142,243560,244471,245056,245610,245456,245085,244804,244630,244682,244760,244540,244049,243255,241641,240184,238718,238254,238134,237782,237343,236617,236115,236170,236267,236246,236251,236570,237163,237142,236601,236218,236115,236167,236136,235845,235624,235362,235703,235745,235601,235036,234634,234337,234011,233628,233098,232557,231770,231121,229691,228168,226452,225889,225387,224800,223525,222553,221392,220949,221327,222159,222855,223083,223256,223184,223048,222959,223696,224203,225142,225270,225008,224495,224539,226048,228173,229751,230860,231627,232203,232727,233348,233932,234051,234310,234695,234354,233078,232076,231594,231412,231076,231379,231254,231200,231022,230591,230476,230082,230542,230562,230634,230652,230755,229880,229162,229031,229219,228969,228539,228759,229112,229213,229307,229446,229696,229916,230381,230162,231050,232478,233432,233419,232846,233261,233625,233873,233974,234648,235047,235586,234794,234227,234007,234105,234144,233731,233380,232666,231920,231242,231009,230946,230767,230444,229996,230133,230343,230615,230814,231367,232023,232432,232622,232786,233488,234168,234937,235347
394680,225,"Hilo, HI",Msa,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517846,515541,514559,510841,504192,495750,487007,481826,477847,475080,471568,469638,468510,466980,460895,453285,452208,453696,458356,457143,455237,451928,452758,453942,458433,463010,472362,483225,491301,501337,508647,520550,533103,547991,557586,563886,562082,563490,566191,574236,579615,582171,582590,582177,580841,577211,576420,577114,581859,581889,578531,572128,568797,566219,567048,570536,574693,579743,582451,585823,587599,591294,595551,600255,604438,609461,613872,614082,614188,614398,617267,619206,621536,625302,627889,630052,629064,628756,628368,631445,634235,636437,635835,636480,634609,632948,632601,634418,637300,636522,635450,633767,634956,637167,642387,645759,650425,649121,648556,646695,648516,651469,654895,658177,659737,661056,661291,662917,665190,672036,678278
394960,226,"Panama City, FL",Msa,FL,168145,168620,168862,169332,169693,170316,171207,172160,173167,173993,174669,175249,176404,177307,178318,179134,180498,181585,182110,182464,182887,183893,185343,186851,187574,188255,189020,190039,190409,190652,191406,192338,192975,193089,192847,192899,192819,193200,193422,194328,195282,196414,197183,198013,199047,200169,201399,202425,203744,204804,206485,207923,209681,210798,211864,212767,213964,215165,216337,217375,218666,219986,220050,219824,219046,219568,220152,220935,221399,222043,222979,224301,225288,226339,227552,228642,229993,230964,232009,232591,233350,234710,236355,237985,239326,240599,242409,244496,246736,248623,250374,252682,255798,258920,261844,264253,267411,271285,276000,280082,284377,288796,295253,302386,308890,314794,320766,328027,335843,343505,350666,360334,370138,381620,391107,400059,407770,414259,420810,427427,433674,437901,440631,440875,441921,441583,441239,440249,439360,438578,435909,432711,428826,426713,424507,424003,421511,418982,414833,411268,408412,406566,405849,402100,398922,394505,391732,386213,382157,377413,374155,369098,364135,358462,352206,348287,344044,341048,337733,334456,329616,323807,318805,314997,311733,308949,307616,305600,303164,299087,294762,292241,291233,291539,290905,290464,288913,286965,283658,281195,279145,278381,276855,274185,270048,265849,262971,260572,259353,257632,257205,256795,255671,254273,254031,255566,258419,261381,262769,262697,261768,262716,262652,262661,263794,265642,267143,267278,266711,266150,265458,267211,269382,271510,273339,274864,276539,278175,278868,279415,280472,282696,285634,286797,287473,287910,289466,290720,290992,290716,292075,293064,293872,293249,293525,293839,295257,296064,297089,298174,299502,300505,301263,302932,305093,307069,308205,309040,309124,309760,309502,310009,310838,312365,313280,313962,314289,315289,316657,318966,321300,321627,323262,324868,328122,330416,333025,335849,338648,341290,342976,344780,346623,350169,351175,351453,347829,346243,344668,345747,346930,348099,349470,350103,350939,351452,353401,355785,360291,363710,367231,368773,370494
394748,227,"Kingston, NY",Msa,NY,185250,184740,184253,183378,182079,181109,180589,180660,180602,180442,180334,180364,180440,180910,181323,181565,182124,182759,183194,183003,182990,182966,183477,184055,184819,184893,185225,185868,187191,187762,187776,188062,188698,190040,190708,191254,191684,192251,192627,192840,193407,194686,196568,197915,199187,200136,201074,202085,203094,204896,206976,209117,210728,212163,213625,215175,216547,217859,219575,221526,223562,225153,226584,228103,229926,231629,233332,234864,236621,238382,240495,242537,244669,247073,249667,252383,254953,257516,260149,262285,264354,266383,268628,270768,273164,276219,279780,283020,285342,287964,290429,294777,299162,304058,308038,312041,315929,318165,320185,322445,326908,331520,336466,340391,344479,347922,351745,356079,360399,365476,369647,374333,378199,382167,386526,390662,394904,399197,402936,405827,408152,410743,413374,415408,417023,417590,416606,415432,413996,412628,411281,410695,410637,410188,409310,407980,407050,406562,407788,408564,409181,409292,410370,410673,409541,407647,406820,406795,406320,404636,402044,400640,398295,393873,388216,383644,381724,379061,375678,371127,367183,365446,362596,358105,354815,356399,358433,358614,356313,355685,354640,355145,354142,354053,354512,357697,358012,354762,350520,347738,344564,342347,341283,340100,338510,332162,327140,319375,316163,314390,314235,314357,314988,313532,312247,309866,309561,311184,310503,311193,309319,308388,306604,304587,304588,305458,305025,304083,302731,302819,304960,307265,311962,315119,318115,318973,318000,317867,318297,320713,322115,323394,323547,323103,319873,316914,314844,315872,318262,319395,321242,321983,323515,323926,324166,324673,325383,326673,327054,326364,325228,324253,322984,320399,317703,315720,315437,315221,315546,315600,317011,318561,319230,320106,322091,326132,329180,330996,331351,332970,335515,337427,337781,337899,339541,341654,340983,340249,341299,346206,351668,354603,355685,357326,360557,363853,365310,366576,369084,372059,374343,374432,374214,374841,376297,377588,378030,378358,379343,379947,380583,380269,379596
394519,228,"Daphne, AL",Msa,AL,182767,183165,184048,185149,186373,187399,188547,189896,190770,191820,192592,193667,194656,195787,196608,197697,198701,199821,200764,201424,202487,203396,204736,205970,207428,208705,209338,210129,210787,211700,212623,213464,214733,215778,216715,217050,217140,217656,218538,219491,220233,220910,221371,221864,222282,222695,222958,223131,223247,223543,224027,224833,225504,226206,227043,227973,228784,229526,230713,232128,233912,234880,235747,235879,236395,236889,236979,237280,237690,238656,238856,239158,238996,239327,239442,240305,240906,241178,241520,241575,241753,241684,242211,242643,243388,244534,245592,246211,246624,247495,248472,249907,251345,252813,254111,255359,256737,257391,258553,259626,261224,262626,264726,266680,268902,271049,273587,276577,279952,284077,288045,292532,297321,302880,308378,313483,318171,322805,327644,332384,336672,340435,344206,348446,352715,356037,358788,361452,364215,366442,367386,367516,367043,367139,367477,368809,368750,368161,365893,364152,362996,362324,362487,362587,362832,362195,360688,355525,350817,346842,344711,342219,338498,335272,331839,329142,326909,324281,321595,319383,317124,315102,313938,312992,311923,309747,306796,303245,299186,296427,294087,292862,291474,289617,286684,283670,280976,278972,277421,276501,275659,274125,272432,270899,270072,269324,268429,267169,266261,265749,265800,265508,264939,264415,264089,263950,263285,262855,262727,263439,264342,265303,265848,266393,267222,268465,269799,270599,271671,272959,274524,275662,276361,276386,276607,277025,278077,278687,279370,280177,281181,281760,282178,282587,283302,284615,285989,287119,287686,288569,289480,290472,291228,292272,293182,294123,295008,295366,295687,296230,297848,299397,300762,301742,302598,303266,303536,304107,304716,305450,305940,306534,307193,307913,308589,309654,310115,310576,310564,310974,311676,313267,315259,317066,316546,316471,316821,318255,321225,324577,330500,334808,338831,341348,343583,345392,347879,350196,352578,354124,355001,355505,354735,354806,355117,356334,357767,359712,362400,365087,367662,370452,373323
