RegionID,SizeRank,RegionName,RegionType,StateName,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020
394411,426,"Branson, MO",Msa,MO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238849,240391,241318,243831,245829,247714,248899,250181,251593,252974,254159,254650,255171,254719,255272,255017,255980,256065,256869,257301,257904,258525,258628,259310,259513,260709,261301,262252,261795,262210,262457,262706,262081,261084,260909,260976,261350,261455,260774,259806,258909,258629,258585,258327,257811,257075,256276,255240,254189,252820,251648,249974,248260,246792,245300,244024,242136,240793,239581,238309,237263,236434,236133,235721,234956,232144,228926,225765,224561,223781,222814,222573,221853,221527,220379,220041,219768,220425,221598,222766,222922,222192,221590,220880,220555,220142,220136,219818,219560,219528,219501,219599,219636,219872,220060,220055,220006,219889,219969,220027,220181,220294,220426,220489,220714,221102,221604,222363,223185,224102,224729,225419,226124,226886,227473,227992,228523,229149,229854,230395,230884,231317,231836,232401,232977,233582,234300,235157,235968,236696,237315,237993,238633,239260,239926,240596,241318,242050,242776,243449,244063,244682,245315,246187,247127,248123,248994,249827,250416,251037,251705,252643,253571,254568,255622,256203,256897,257632,258629,259651,260755,261998,263001,263883,264631,265625,266270,267148,267676,268173,269007,270014,271306,272210,273179,274126,275190,276007,277048,278074,279289,280485,281298,281957
395212,427,"Watertown, WI",Msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210678,211873,212598,214090,215203,215948,216574,217282,218361,219398,219993,220070,220208,219991,220144,220483,221258,222550,223674,224452,224267,223782,223606,224449,225740,227311,228588,229259,229743,230907,233348,236286,239235,241862,244130,245520,245767,245816,246099,247161,248617,247515,244073,239969,237740,237630,239278,241340,243632,244369,244663,244902,244911,246311,248402,250866,252180,252546,252216,252085,252085,252897,253542,254089,254417,254316,254217,254118,254492,254588,254181,253477,253023,252856,253063,252640,252286,251937,251876,251519,250688,249803,249167,248444,247649,246736,245925,245470,245038,244752,244219,243537,242646,241628,240555,239569,238551,237517,236492,235658,234995,234331,233790,233472,233308,233099,232835,232467,232055,231573,230982,230259,229277,228399,227559,226897,226349,225950,225291,224389,223209,222406,221872,221774,222106,222469,222905,223276,223868,224283,223499,222095,220021,218581,217646,217882,219205,220427,221562,221875,221578,222712,225974,232986,241273,249083,254607,256799,256994,257221,257934,260139,262658,263484,264543,262104,260828,258077,257570,257729,257389,257307,257110,256847,256948,256487,255373,254121,252027,251292,250376,251029,252533,253987,255200,255732,256230,257355,258837,260747,262521,264191,265543,266719,267807,269105,269898,271217,272376,274429,275554,276833,277939,279216,280552,281378,282319,282823,284079,285555,287357,288591,290506,292823,295189,296947,298294,299794,301638,303716,305458,306908,308383,309850,310980,311593,312335,313464,314990,316672,318017,319355,320675,322018,323229,324560
394859,428,"Midland, MI",Msa,MI,142977,143475,143913,144829,145711,146587,147412,148157,148856,149508,150242,151034,151960,152832,153723,154457,155108,155712,156328,157057,157774,158571,159151,159646,160175,160666,161088,161406,161980,162615,163246,163821,164453,165054,165693,166274,166334,166508,166870,167804,168565,169300,170180,171047,171942,172683,173635,174625,175917,176982,177911,178509,179186,179905,180683,181500,182290,183192,183965,184726,185480,186371,187271,188095,188652,189179,189655,190347,191112,191839,192543,193046,193603,194208,194995,195759,196898,198000,199151,199906,200558,201332,202248,203119,203822,204348,204880,205530,206196,206891,207275,207480,207855,208773,209734,210770,211375,211639,211747,211706,211771,211714,211686,212069,211946,210810,209282,207287,206211,205719,206155,206272,206052,205849,206169,206428,206567,206723,206687,208382,209893,211423,211051,211517,211891,212642,212760,212982,212246,211234,210851,210782,210935,210699,211337,211628,212071,212103,212208,211919,214084,217229,219862,220061,219298,218394,217199,215817,214765,213528,212347,211345,209863,208026,206309,205116,204112,203204,202094,200755,198688,196826,194937,193388,191451,189735,188193,186990,186343,185860,185897,185831,185952,185935,186096,185657,185251,184392,183939,183517,183194,182686,182043,181463,181250,181217,181387,181754,181970,182051,182049,182077,182083,181770,182219,183364,184958,186896,188328,190012,190894,192735,193867,195123,196286,198740,201184,202450,202098,201176,201190,201699,203769,204709,205360,205462,204508,203014,199799,198792,199284,200300,200014,199291,198121,198181,198300,199005,199833,200675,202199,202705,202444,202094,202139,202353,202329,201518,201771,202149,203389,203814,204328,203799,203778,204016,205329,205566,205596,205293,205117,204805,204517,204500,205224,206546,208175,208898,208392,208955,209692,211548,211970,212550,212430,213430,213618,214971,216533,217749,218756,218107,217478,216738,217875,218717,220660,221714,224033,224831,223489,223014,222562,224224,225906,227315,228089,229223,230022,231172,231858,233325,236531
394941,429,"Opelousas, LA",Msa,LA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137300,136868,136735,137299,139175,141309,143171,144544,145627,146338,147220,148751,151113,153790,156675,158419,158786,158811,159307,160202,161767,163723,165622,166597,166524,167315,168215,169441,169679,169925,170030,170617,170963,171680,172292,172684,172604,172264,172322,172318,172551,172870,173618,174814,175527,176127,176122,176373,176544,176431,175963,175811,175961,175884,175478,174637,174395,174219,174329,174096,173627,173435,173536,173647,173659,173532,173544,173239,173100,172939,172871,172847,173258,173854,174082,173934,173820,174232,174732,175515,175819,176256,176473,176831,177331,177907,178992,180070,180646,180562,180404,180352,180625,180760,181477,182259,182891,182876,182695,182815,183365,184112,184676,185548,186358,187383,187597,187674,187830,188816,189710,190283,190600,191167,191928,192418,192882,193088,193691,194209,194574,195090,195798,196807,197558,198102,198699,199308,199962,200560,201030,201741,202863,202954,202554,201726,201772,202084,202315,202520,202702,203083,203508,203973,203754,203847,204167,205037,205676,206053,206415,206722,206810,206896,207096,206842,206527,206200,206309,206275,206047,205977,206297,206727,207311,207750,208641,209771,211121,211922,212390,212756,213535,214332,214939,215350,215768,216279,216391,216523,216632,217119,217600,218107,218387
394988,430,"Pocatello, ID",Msa,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189516,190824,191838,193979,196094,198598,200981,203661,206117,208812,211307,213863,216275,218675,221336,224205,226712,228536,230498,232039,233754,234782,235756,236510,237316,237634,237890,238054,238830,239340,239586,239458,239346,239247,239481,239620,239786,239895,239717,238976,237786,236785,235880,234968,233976,233240,232253,230903,229061,227209,225408,223554,221659,220116,218412,216408,213859,211858,210261,209676,209449,209612,209541,209292,208800,206592,204112,201430,200041,197530,195515,193062,191307,188920,187169,185899,185453,185608,186299,187463,187566,188114,187676,187868,187607,188089,187869,188096,188220,190127,191970,194425,197393,200440,204558,207664,211062,212916,214994,216139,216786,216026,215897,215515,216651,216950,216302,214860,212314,211875,212128,213345,214059,213979,212685,210688,206985,204574,202695,202357,203875,204629,205085,204433,204465,205175,206554,208423,211117,213389,216346,218788,220197,220958,222334,224399,226723,228656,231285,233224,234534,236015,236742,237737,237470,238864,238913,239244,238236,238450,237709,238380,239686,241418,243017,244425,247737,249266,251563,253194,257714,261983,265889,267523,268579,269532,272464,275958,279523,282476,285490,287715,288637,288673,290190,293057,296253,299445,301419,303179,304313,306795,309313,312975,316602
394755,431,"Kokomo, IN",Msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153290,153972,154314,155217,155838,156513,157028,157513,157890,158158,158228,158381,158473,158406,158381,158274,158524,158639,158966,159192,159439,159557,159715,159621,159499,159346,159450,159593,159543,159376,159001,158739,158509,158530,158698,158947,159165,159184,159068,158682,158378,158121,157978,157667,157326,156991,156714,156333,156072,155766,155416,155021,154564,154118,153430,152753,152031,151398,150777,150292,149798,149528,149260,149103,148801,148463,148211,147970,147714,147315,146825,146328,145794,145190,144629,144106,143784,143522,143314,143119,142911,142806,142723,142615,142460,142283,142053,141778,141454,141230,141060,140958,140891,140814,140761,140907,141131,141415,141348,140942,140325,139560,139298,139232,139664,139583,138890,137634,137328,137583,139160,140504,142164,142868,143841,144654,145882,147018,149447,151770,152589,152157,150826,151272,152167,155154,156050,156621,155124,155551,155431,156361,157340,158888,160333,160804,160934,160182,160365,160772,162330,162974,163879,164632,165968,166852,167559,168271,169106,169988,171606,173228,174865,175690,175786,175339,174814,175789,177121,178019,178092,177976,178096,178339,178784,179575,180636,181852,183029,183824,185000,185861,187296,188573,189843,190770,191299,192079,192942,193936,194822,195264,195179,195520,195740
394641,432,"Grants Pass, OR",Msa,OR,214567,216631,218535,221427,222964,223644,223989,224610,224434,223754,222397,221060,219511,216961,213724,211031,209792,209210,208684,207221,206269,205593,205736,205789,206000,206347,206624,206768,206928,207187,207314,207728,208264,208925,209025,208864,208512,208847,209561,210383,210578,210529,210666,211017,211655,212072,212667,213214,214115,215016,215785,216629,217383,218353,219164,220114,221094,222098,223210,224463,225994,227429,228942,230135,231377,232328,233312,234380,235424,236546,237615,238758,239936,240928,241959,242960,244326,245717,247186,248259,249211,250045,251248,252698,254280,255580,256875,258107,259375,260571,261600,263511,265821,268875,271158,273428,275413,278318,281336,284843,288377,292980,298877,304554,310600,315782,321949,327718,333987,340452,347292,354609,363003,371119,378422,384752,390868,397474,403762,410172,415961,420998,425734,429578,432080,433450,434338,434730,433941,432367,430816,429225,427901,426542,425213,423340,420294,417079,413543,411413,409348,407780,404742,401897,398604,395690,391884,388316,385179,382507,379704,376576,373491,370085,367243,364065,360957,357462,354153,350853,347446,343704,340280,336884,333955,330891,328398,325907,323643,321425,319695,318099,316586,315009,313144,311080,308695,306719,304288,301976,299543,297297,294780,292227,290273,288805,287715,286602,285931,285292,284914,284501,284247,283908,283867,283886,283911,284191,284700,285617,286325,287220,288296,289658,291122,292777,294565,296413,298211,299756,301397,302989,304748,306329,307863,309292,310650,312006,313192,314311,315002,315402,315831,316542,317700,318952,320260,321563,323077,324313,325566,326888,329025,331915,334497,336676,338216,339610,341264,343256,345653,348456,350899,353325,355289,357038,358784,360744,363138,366365,369212,371927,373563,375472,378289,381802,385486,388162,391100,393519,396362,398605,401377,403795,406818,409800,412620,415178,416791,419399,421759,423788,425523,425872,427651,426521,425523,422419,419402,416646,415853,416231,416310,416259,416428,418006,418618,421831,425226,430544,436245,442282,447856
394699,433,"Huntsville, TX",Msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168479,170341,171805,174719,176916,178852,180418,181627,182521,183359,184139,184820,185136,185128,185018,184894,185269,185848,186603,187617,188589,189535,190327,191107,192111,192693,193334,193814,194580,195112,195814,196462,197402,197794,198053,198030,198245,198437,198679,198848,199178,199420,199320,198990,198636,198741,198806,198953,198778,198749,198557,198402,198113,197769,197555,197521,197322,197019,196571,196515,196572,196677,196664,196748,196618,196646,196493,196297,195912,195551,195286,194730,194168,193686,193509,193332,193223,193125,193232,193424,193841,194166,194514,194959,195516,195930,196183,196550,197114,197701,198231,198715,199257,199845,200560,201363,202137,203085,204091,205163,206115,207157,208230,209391,210437,211634,212808,214080,215316,216532,217721,218735,219890,220875,222047,223244,224689,226057,227313,228363,229440,230572,231797,233174,234542,236128,237630,239201,240601,241912,243046,244214,245491,246797,248101,249416,250803,252230,253729,254836,256012,257072,258624,260239,261858,263296,264704,265955,267133,268133,268927,269897,270806,272196,273738,275216,276730,278106,279608,280909,282110,283302,284345,285480,286531,287684,288533,289403,290614,292033,293563,294718,295933,297072,298438,299596,300703,301365,301948,302394,302412,302228,301743,301506
394986,434,"Plattsburgh, NY",Msa,NY,127433,126943,126646,126211,126128,126193,126077,125826,125440,125166,124887,124727,124692,125175,125777,126422,126535,126580,126806,127275,127983,128464,129214,129847,130682,131098,131316,131007,130892,130781,130823,131073,131408,132078,132366,132674,132412,132061,131863,132019,132584,133150,134113,134771,135388,135819,136403,136996,137694,138798,139959,141130,141979,142930,143728,144472,145125,145895,146888,147922,149032,149933,150735,151507,152395,153288,154097,154931,155830,156703,157655,158759,160005,161234,162532,163869,165282,166612,167972,169060,169925,170773,171827,173103,174349,175389,176513,177818,178948,179776,180334,181471,183116,184560,185671,186132,186714,187741,188268,188421,188267,189064,190102,191074,191655,192628,193152,193852,194143,194686,195419,196541,198658,200463,202573,203959,205767,207383,209182,211323,213913,216353,219360,221667,222827,222725,222185,222758,223398,224069,224665,224393,224145,223746,223699,224227,225176,227367,229639,231350,232587,233844,235535,237587,239073,239935,239539,238646,237732,236549,235339,234156,233059,231826,230327,228910,227888,227110,226506,225793,224955,223903,222861,221745,220675,219737,218921,218416,217923,217679,217602,217872,218015,218247,218309,218452,218442,218220,217899,217382,216910,216244,215621,214917,214509,214104,213921,213682,213416,213277,213130,213048,212795,212665,212637,212663,212643,212674,212688,212751,213054,213413,213886,214246,214312,214267,214295,214722,215295,215988,216538,217048,217380,217762,218179,218595,218320,218128,218326,219808,221315,223124,224559,225813,226355,226760,227576,228256,231459,234375,236517,235719,234301,231736,229255,226158,225021,223662,222083,219337,215590,212072,209583,208674,209012,209710,209891,211940,211409,211224,208692,209623,209742,211301,211301,210421,207199,204835,204790,203886,204680,204934,207890,209528,210607,209791,208466,207845,209176,209498,209851,210178,211777,213887,214530,213587,214625,216869,220134,220718,221341,222542,223534,224290,223639,222851,222382,223216,222889,222198,221123,221824,221843
394638,435,"Grand Island, NE",Msa,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136078,135741,135547,135009,134371,133726,133352,133142,133096,133415,133433,133549,133385,133573,133871,134369,135564,136881,138064,138973,139735,140062,140944,141787,143039,144189,145082,145876,145927,145919,145899,146286,146966,147757,148479,149105,150005,150651,151079,151631,152395,153633,154715,155811,156451,157187,158113,159492,160542,161274,161904,162516,163097,163798,164449,165064,166446,167156,167552,167143,167475,168252,168876,169145,169323,169306,169538,169595,169427,169747,170311,171159,171578,171812,172084,172458,172853,173243,173515,173820,173943,174085,174286,174673,174811,174680,174436,174429,174511,174606,174800,175048,175422,175528,175559,175523,175592,175863,176125,176439,176706,177184,177537,177839,177923,178049,177987,177699,177400,177052,176864,176518,176265,175878,175624,175481,175520,175693,176021,176622,177123,177540,177708,177873,177919,177956,177920,177806,177725,177640,177619,177549,177772,178234,178825,179429,179940,180455,180812,181210,181494,181787,182007,182274,182463,182589,182808,183108,183505,183962,184522,185132,185778,186395,187034,187614,188096,188600,189048,189600,190204,190868,191707,192355,192983,193523,194193,194889,195697,196414,197256,197998,198834,199500,199945,200577,201391,202477,203410,204371,205281,206299,207162,208018,208750,209489,210305,211097,211831,212494,213317,214152,215051,215835,216799,217784,218862,220129,221500,222893,224223,225447,226780,228037,229267,230397,231557,232740,233928,235036,236362,237689,238879,239895,240474,241223,242115,243533,244750,245754,246619,247475,249003,250703,252654,253957,255242,256486,257787,258884,260020,261134,262282,263375,263720,263841,263755,264201,264744,265121,265239
394541,436,"DuBois, PA",Msa,PA,96265,96194,96043,96047,96041,96095,95887,95999,96271,96659,96827,97118,96851,96535,96174,96224,96594,96998,97829,98231,98709,99018,99660,99942,100605,101458,102613,103073,103258,103180,103181,102752,102179,101759,101573,101584,102713,103744,104872,105271,105084,105132,104897,105926,106296,106557,106355,106625,105719,105025,104131,104890,105670,106317,106363,106610,107346,108457,109287,110263,111289,111789,112279,112124,112776,113085,113795,113799,113786,113715,114019,114130,114192,114448,114553,114709,114365,114402,114665,115142,115721,116085,116354,116632,117059,117645,118011,118437,118796,119181,119273,119698,120232,120762,121046,121214,121335,121707,122434,123219,124331,125723,127319,128096,128400,128887,129835,130906,132463,133930,135849,137212,138575,139353,140316,141374,142628,143831,144935,145950,146390,146690,146457,146687,146685,146924,147044,147475,148020,148490,148909,149175,149356,149535,149762,150029,150021,150143,150017,150048,149914,149793,149696,149581,149563,149192,148829,148409,148423,148284,147976,147570,147214,147445,147248,147164,146903,147097,147286,147170,146742,146309,146477,146569,146710,145748,145384,145068,144966,144737,144359,144490,144646,144483,144295,144127,144085,144031,143558,143220,143227,143136,143220,142869,142819,143212,143130,142919,142568,143020,143681,144173,144346,144422,144480,144680,144863,144823,145026,145269,145737,145975,146321,146368,146380,146481,146637,146859,147034,147472,147926,148390,148702,148926,149090,149461,150044,150701,151255,151774,152197,152639,152942,153325,153669,154115,154592,155033,155424,155750,156220,156553,156916,157207,157697,158422,159061,159702,160087,160813,161589,162440,163305,163955,164632,165101,165749,166215,166763,167259,167838,168310,168352,168408,168306,168913,169514,170329,170869,171339,171808,172256,172986,173620,174494,175307,176099,176646,177095,177517,177956,178190,178496,178965,179500,180024,180676,181417,182171,182670,183182,183779,184362,185188,185921,186524,186901,187325,187594,187797,188010,188370,188729
394516,437,"Danville, IL",Msa,IL,83796,83766,83829,83900,83988,84045,84036,84003,83945,83910,83902,83889,84103,84368,84638,84734,84921,85155,85466,85596,85681,85712,85802,85932,86013,86076,85949,85770,85399,85005,84703,84825,85161,85547,85792,85964,85628,85334,85132,85557,86125,86864,87523,88055,88392,88734,89088,89528,90251,90882,91581,91955,92378,92665,92967,93205,93572,93905,94199,94505,94791,95223,95574,96015,96490,96992,97539,97862,98188,98519,99163,99734,100349,100708,101034,101263,101489,101751,101946,102244,102503,102685,102968,103271,103732,104343,105059,105692,106038,106349,106602,107125,107753,108695,109199,109701,110238,111074,112001,112796,113706,114532,115027,115150,115115,115378,115849,116359,116316,116075,115762,115969,116291,116663,117920,119675,121519,122289,122756,123130,123925,124675,125389,125785,126305,127005,127329,126982,126534,126425,126706,127096,127657,128165,128510,128856,128884,128887,128882,129372,129757,130098,130071,129836,129141,128498,127930,127436,127076,126585,125773,124653,123627,122886,122248,121629,121154,120583,119977,119119,118201,117215,116384,115559,114875,114314,113975,113661,113185,112670,112186,111822,111492,111239,111085,111400,111848,112112,111963,111548,111374,111189,110710,110071,109153,108647,108140,107563,106424,105105,104019,103526,103281,103170,103603,104202,105378,105765,106004,105706,105668,105896,106174,106404,106308,106249,106059,106065,105879,106036,106228,106648,107238,107812,108422,108769,109178,109529,109788,109930,110058,110370,110740,111160,111503,111803,112158,112499,112868,113166,113523,113807,113967,113978,114016,114121,114318,114554,114694,114956,115265,115745,116127,116429,116816,117286,117789,118218,118516,118780,119037,119221,119363,119385,119469,119717,120047,120341,120565,120748,120976,121213,121607,122032,122373,122565,122705,122849,122940,123096,123235,123461,123652,123900,124102,124290,124503,124810,125168,125413,125812,126177,126665,126918,127174,127350,127442,127491,127517,127508,127419,127321,127046
394822,438,"Manitowoc, WI",Msa,WI,111609,111912,112165,112640,113096,113432,113869,114212,114610,115032,115475,115952,116414,116844,117237,117556,117929,118424,118877,119341,119871,120409,120818,121009,121376,121813,122401,122818,123174,123632,123878,124354,124533,124692,124956,125485,125624,125645,125582,126297,126983,127571,128203,128734,129358,129819,130454,131181,132302,133178,133952,134177,134698,135240,136049,136764,137587,138478,139220,139773,140157,140751,141419,142253,142907,143523,143970,144427,144874,145238,145772,146385,147078,147655,148225,148840,149341,149796,150206,150621,150886,151072,151402,151878,152484,152949,153402,153665,153989,154228,154527,155335,156508,158103,158922,159485,159951,160992,162105,163150,164237,165616,166943,167611,168087,168380,169366,170265,171048,171448,171794,172488,173232,174005,174794,175570,176056,176107,175975,176069,176246,176476,176702,176848,176917,176830,176509,176025,175715,175864,176156,176018,175756,175563,175602,175651,175690,175532,175579,176137,176587,176820,176601,176882,177104,177066,176535,175699,174923,174302,173752,173057,172520,172081,171830,171464,171138,170753,170321,169832,169126,168346,167500,166641,165747,164872,164177,163538,163030,162670,162523,162479,162463,162415,162253,162085,161838,161572,161111,160503,159747,159051,158400,157847,157409,157116,156959,156733,156586,156349,156131,155824,155670,155484,155385,155245,155113,154902,154721,154610,154498,154427,154403,154474,154415,154343,154188,154075,154010,153977,153925,153819,153774,153731,153763,153859,154103,154432,154736,155062,155335,155664,156015,156431,156826,157266,157646,158045,158321,158588,158859,159276,159733,160201,160612,161056,161493,161996,162536,163050,163625,164150,164822,165303,165824,166356,166990,167625,168205,168811,169548,170425,171314,172126,172803,173421,174187,174890,175647,176314,177102,177644,178082,178578,179428,180446,181291,182080,183622,185306,187046,187958,188773,189648,190297,190953,191204,191932,192958,194411,193814,192838,191532,191815,192163,192664,193484,194368,195509,196365,197277,198109,200316
394644,439,"Great Falls, MT",Msa,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251404,250903,250050,248672,247270,246363,245552,244935,244279,244547,245593,246758,247346,247397,247214,247049,246951,247220,247687,248190,248752,247408,244523,241847,240565,240080,240650,241386,242509,242020,241128,240082,239505,240293,242332,244037,245045,245820,246474,246921,247051,247696,248723,249601,250111,250506,250749,251179,251822,252454,252781,252962,253498,255476,257045,258613,259295,260385,261206,262061,262503,262846,263312,264280,265080,264749,264437,264263,264987,265162,265716,266245,267398,268325,269007,269138,269321,269989,270803,271855,272450,273269,273912,274962,275463,276102,276672,277754,278942,278912,279200,279298,280775,282042,283439,284304,284923,285669,286760,287896,288729,289972,291281,292423,293013,293419,293753,294313,295305,296210,296956,297542,298331,299372,300204,301248,302148,303308
395231,440,"Wilson, NC",Msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176142,176495,176971,177530,177907,178255,178678,179274,179614,180273,181013,181833,182576,183275,183880,184735,185886,187192,188542,189592,190876,191676,192282,192762,193333,193899,194298,194873,195429,195870,195990,196234,196614,197019,197446,197803,198154,198369,198497,198362,198157,197765,197550,197206,196915,196526,196168,195847,195398,194861,194028,193224,192183,191110,189876,188666,187482,186336,185382,184464,183733,183018,182537,182143,181800,181566,181183,180753,179741,178809,177729,177020,176127,175374,174577,173741,173066,172489,172182,171923,172211,172311,172366,171882,171557,171264,171109,171111,171017,170844,170670,170576,170469,170383,170389,170559,170740,170865,170966,171028,171156,171346,171495,171621,171643,171844,172058,172419,172797,173183,173559,173931,174304,174774,175215,175764,176247,176714,177156,177547,177898,178201,178444,178699,179034,179477,180020,180491,180963,181374,181804,182227,182627,183109,183739,184385,184990,185254,185530,185854,186426,187104,187798,188522,189305,190074,190768,191412,192151,192942,193667,194278,194886,195580,196448,197466,198510,199513,200434,201479,202303,203215,203977,204921,205822,206851,207958,208987,209879,210447,210991,211421,212012,212586,213225,213826,214399,214807,215063,215299,215616,216201,216849,217519,218138
